26,1,88,03,19,0,16,50,1,02,8,5,0,03,2,1,1,1,  ,08,/////,               ,
29,1,88,03,19,1,16,50,1,01,8,5,8,03,1,1,1, ,  ,04,/////,               ,
29,1,88,03,19,1,17,00,1,02,8,5,8,01,1,1,1, ,  ,04,/////,b-c-d-e-f      ,kE durch Ac
29,1,88,03,19,1,17,00,1,01,8,5,8,02,1,1,1, ,  ,04,/////,               ,kE durch Ac
33,1,88,03,19,1,17,10,2,00,7,3,0,03,1,3,1,4,13,04,/////,               ,Berlin
25,1,88,03,19,0,17,15,1,00,6,5,0,11,0,1,1, ,  ,08,/////,               ,
41,1,88,03,19,1,17,27,2,01,1,1,0,04,0,1,1, ,  ,08,/////,               ,Sohland
41,1,88,03,19,1,17,30,2,01,2,1,0,08,1,1,2, ,  ,08,805//,               ,Sohland
18,1,88,03,20,0,13,30,1,03,/,/,/,01,0,0,1, ,  ,08,/////,e-f            ,
42,1,88,03,20,1,15,35,1,01,2,1,0,02,1,0,/, ,  ,08,/////,               ,Sohland
42,1,88,03,20,1,17,25,2,00,2,1,0,04,0,0,/, ,  ,08,/////,               ,Sohland
42,1,88,03,20,1,17,30,2,02,3,1,0,08,1,0,/, ,  ,08,801//,               ,Sohland
25,1,88,03,21,0,06,05,1,04,8,6,0,01,1,1,1, ,05,08,/////,               ,
25,1,88,03,21,0,06,05,1,01,8,6,0,03,1,1,1, ,05,08,/////,               ,
30,1,88,03,21,0,07,00,1,02,8,3,0,01,1,1,1, ,  ,08,/////,c-d-e          ,
30,1,88,03,21,0,07,00,1,02,8,3,0,05,1,1,1, ,  ,08,/////,               ,
34,1,88,03,21,0,11,00,1,//,/,1,3,01,1,1,1, ,03,07,/////,e-f-g          ,kE
18,1,88,03,21,1,11,15,2,05,8,2,2,01,0,0,1, ,09,04,/////,d              ,Seddin
29,1,88,03,22,1,06,25,1,02,4,5,8,05,0,1,1, ,  ,04,/////,               ,kE durch Hochnebel
07,1,88,03,22,2,15,45,2,04,8,5,7,01,0,4,1, ,//,07,/////,b-c-d-e-f-g    ,
07,1,88,03,22,2,15,45,2,02,8,5,7,05,0,4,1, ,//,07,/////,               ,
07,1,88,03,22,2,16,03,2,02,8,5,7,04,1,1,1, ,//,07,/////,               ,
34,2,88,03,22,0,19,05,/,//,/,/,/,01,1,0,2, ,  ,07,/////,               ,kE
25,1,88,03,23,0,14,00,1,01,8,3,5,01,1,1,1,4,05,08,/////,b-c-d          ,kA
04,1,88,03,23,2,14,34,1,00,5,5,2,01,1,4,1,1,00,08,/////,d              ,
07,1,88,03,24,2,14,23,2,00,8,5,0,01,1,4,1,3,02,07,/////,b-c-d-e-f      ,
04,1,88,03,24,0,15,34,1,03,8,3,2,01,1,4,1,2,03,08,/////,c-d            ,
38,1,88,03,24,0,15,50,2,03,7,5,/,01,1,1,1,2,03,08,/////,c-d-e-f        ,kE
28,1,88,03,24,1,15,55,1,02,3,3,5,01,2,1,1, ,//,07,/////,c-d-e          ,Jena
33,1,88,03,24,1,15,55,2,01,7,1,7,01,2,0,1,1,04,04,/////,b-c-d-e-f      ,Berlin
